Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_EVI,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
62.8083,-92.0831,2023-07-12,h13v02,3452.0,3802.0,0.162,0.3439,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2023-07-28,h13v02,3452.0,3802.0,0.1582,0.322,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2023-08-13,h13v02,3452.0,3802.0,0.1932,0.3761,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2023-08-29,h13v02,3452.0,3802.0,0.1552,0.3031,37145.0,0b1001000100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
62.8083,-92.0831,2023-09-14,h13v02,3452.0,3802.0,0.111,0.2423,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2023-09-30,h13v02,3452.0,3802.0,0.0905,0.1773,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2023-10-16,h13v02,3452.0,3802.0,0.0068,0.0088,20761.0,0b0101000100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
62.8083,-92.0831,2023-11-01,h13v02,3452.0,3802.0,-0.0082,-0.0084,20765.0,0b0101000100011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
62.8083,-92.0831,2023-11-17,h13v02,3452.0,3802.0,-0.1489,-0.1926,53277.0,0b1101000000011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b1,Yes
62.8083,-92.0831,2023-12-03,h13v02,3452.0,3802.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
62.8083,-92.0831,2023-12-19,h13v02,3452.0,3802.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
62.8083,-92.0831,2024-01-01,h13v02,3452.0,3802.0,-0.093,-0.0894,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-01-17,h13v02,3452.0,3802.0,-0.0852,-0.0874,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-02-02,h13v02,3452.0,3802.0,-0.0516,-0.0513,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-02-18,h13v02,3452.0,3802.0,-0.037,-0.035,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-03-05,h13v02,3452.0,3802.0,-0.0334,-0.0327,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-03-21,h13v02,3452.0,3802.0,-0.0323,-0.0301,37150.0,0b1001000100011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
62.8083,-92.0831,2024-04-06,h13v02,3452.0,3802.0,-0.0193,-0.0181,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-04-22,h13v02,3452.0,3802.0,-0.0298,-0.0288,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-05-08,h13v02,3452.0,3802.0,-0.0443,-0.0495,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-05-24,h13v02,3452.0,3802.0,0.0722,0.0991,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-06-09,h13v02,3452.0,3802.0,0.0963,0.1805,4369.0,0b0001000100010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-06-25,h13v02,3452.0,3802.0,0.2082,0.5653,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-07-11,h13v02,3452.0,3802.0,0.1783,0.3145,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-07-27,h13v02,3452.0,3802.0,0.1917,0.3649,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-08-12,h13v02,3452.0,3802.0,0.2644,0.4682,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-08-28,h13v02,3452.0,3802.0,0.2214,0.4493,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-09-13,h13v02,3452.0,3802.0,0.1172,0.227,4172.0,0b0001000001001100,0b00,VI produced with good quality,0b0011,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-09-29,h13v02,3452.0,3802.0,0.1414,0.3479,4373.0,0b0001000100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-10-15,h13v02,3452.0,3802.0,0.1096,0.2371,4373.0,0b0001000100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-10-31,h13v02,3452.0,3802.0,-0.0096,-0.0099,37150.0,0b1001000100011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
62.8083,-92.0831,2024-11-16,h13v02,3452.0,3802.0,-0.0774,-0.0735,53277.0,0b1101000000011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b1,Yes
62.8083,-92.0831,2024-12-02,h13v02,3452.0,3802.0,-0.1212,-0.1205,4378.0,0b0001000100011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2024-12-18,h13v02,3452.0,3802.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
62.8083,-92.0831,2025-01-01,h13v02,3452.0,3802.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
62.8083,-92.0831,2025-01-17,h13v02,3452.0,3802.0,-0.1295,-0.1693,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
62.8083,-92.0831,2025-02-02,h13v02,3452.0,3802.0,-0.0248,-0.0227,37154.0,0b1001000100100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
62.8083,-92.0831,2025-02-18,h13v02,3452.0,3802.0,-0.0267,-0.0245,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-03-06,h13v02,3452.0,3802.0,-0.0298,-0.0278,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-03-22,h13v02,3452.0,3802.0,-0.0253,-0.0233,37154.0,0b1001000100100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
62.8083,-92.0831,2025-04-07,h13v02,3452.0,3802.0,-0.0314,-0.0298,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
62.8083,-92.0831,2025-04-23,h13v02,3452.0,3802.0,-0.0271,-0.0256,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-05-09,h13v02,3452.0,3802.0,-0.0544,-0.0582,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-05-25,h13v02,3452.0,3802.0,0.0268,0.0401,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-06-10,h13v02,3452.0,3802.0,0.1024,0.1587,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-06-26,h13v02,3452.0,3802.0,0.1733,0.3879,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-07-12,h13v02,3452.0,3802.0,0.1119,0.1936,5146.0,0b0001010000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-07-28,h13v02,3452.0,3802.0,0.2053,0.3824,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-08-13,h13v02,3452.0,3802.0,0.165,0.3299,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-08-29,h13v02,3452.0,3802.0,0.1633,0.2945,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-09-14,h13v02,3452.0,3802.0,0.1728,0.3153,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
62.8083,-92.0831,2025-09-30,h13v02,3452.0,3802.0,0.0854,0.227,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
63.0,-85.0,2019-12-19,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-01-01,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-01-17,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-02-02,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-02-18,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-03-05,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-03-21,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-04-06,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-04-22,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-05-08,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-05-24,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-06-09,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-06-25,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-07-11,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-07-27,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-08-12,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-08-28,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-09-13,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-09-29,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-10-15,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-10-31,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-11-16,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-12-02,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2020-12-18,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-01-01,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-01-17,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-02-02,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-02-18,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-03-06,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-03-22,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-04-07,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-04-23,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-05-09,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-05-25,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
63.0,-85.0,2021-06-10,h14v02,3359.0,677.0,-3000.0,-3000.0,51199.0,0b1100011111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b000,Shallow ocean,0b1,Yes,0b1,Yes
