Latitude,Longitude,Date,MODIS_Tile,MOD11A1_061_Line_Y_1km,MOD11A1_061_Sample_X_1km,MOD11A1_061_LST_Day_1km,MOD11A1_061_QC_Day,MOD11A1_061_QC_Day_bitmask,MOD11A1_061_QC_Day_MODLAND,MOD11A1_061_QC_Day_MODLAND_Description,MOD11A1_061_QC_Day_Data_Quality_flag,MOD11A1_061_QC_Day_Data_Quality_flag_Description,MOD11A1_061_QC_Day_Emis_Error_flag,MOD11A1_061_QC_Day_Emis_Error_flag_Description,MOD11A1_061_QC_Day_LST_Error_Flag,MOD11A1_061_QC_Day_LST_Error_Flag_Description
69.4454,-133.0342,2025-01-31,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-01,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-02,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-03,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-04,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-05,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-06,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-07,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-08,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-09,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-10,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-11,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-12,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-13,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-14,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-15,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-16,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-17,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-18,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-19,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-20,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-21,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-22,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-23,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-24,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-25,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-26,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-27,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-02-28,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-01,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-02,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-03,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-04,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-05,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-06,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-07,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-08,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-09,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-10,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-11,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-12,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-13,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-14,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-15,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-16,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-17,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-18,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-19,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-20,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-21,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-22,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-23,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-24,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-25,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-26,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-27,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-28,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-29,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-30,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-03-31,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-01,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-02,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-03,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-04,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-05,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-06,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-07,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-08,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-09,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-10,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-11,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-12,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-13,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-14,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-15,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-16,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-17,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-18,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-19,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-20,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-21,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-22,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-23,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-24,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-25,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-26,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-27,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-28,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-29,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-04-30,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-01,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-02,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-03,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-04,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-05,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-06,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-07,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-08,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-09,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-10,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-11,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-12,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-13,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-14,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-15,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-16,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-17,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-18,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-19,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-20,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-21,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-22,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-23,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-24,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-25,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-26,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-27,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-28,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-29,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-30,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-05-31,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-06-01,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
69.4454,-133.0342,2025-06-02,h13v02,66.0,395.0,0.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
